Brand,Price,Body.Type,Fuel.Type,Gearbox.Type,Power.hp,Displacement.l,Torque.lbft,Cylinders,Drivetrain,MPG.City,MPG.Highway,Seats,Doors,Height.in,Length.in,Width.in,Wheelbase.in,Air.Conditioner,Heater,AntiLock.Braking.System,Central.Locking,Power.Steering,Power.Windows,Anti.Lock.Braking,Brake.Assist,Central.Locking.1,Power.Door.Locks,Child.Safety.Locks,Rear.Seat.Belts,Door.Ajar.Warning,Adjustable.Seats,Crash.Sensor,Engine.Check.Warning,Rear.Camera,Anti.Theft.Device,Touch.Screen,Audio.System.Remote.Control,Speakers.Front...back,Bluetooth.Connectivity,USB...Auxiliary.Input,Adjustable.Steering.Column,Height.Adjustable.Driving.Seat,Digital.Clock,Electric.Folding.Rear.View.Mirror,Automatic.Climate.Control,Low.Fuel.Warning.Light,Parking.Sensors,Bottle.Holder,Seat.Belt.Warning,Vehicle.Stability.Control.System,Engine.Immobilizer,Rear.Reading.Lamp 
Acura,51500,SUV,Petrol,Automatic,290.0,3.5,267.0,6.0,all,19.0,26.0,7.0,4.0,67.4,196.2,77.7,111.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Lincoln,51425,SUV,Hybrid,Automatic,165.0,2.5,155.0,4.0,all,33.0,38.0,5.0,4.0,64.1,180.6,74.3,106.7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Acura,51300,SUV,Petrol,Automatic,272.0,2.0,280.0,4.0,all,21.0,26.0,5.0,4.0,65.7,186.7,74.8,108.3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Acura,51250,SUV,Petrol,Automatic,290.0,3.5,267.0,6.0,all,19.0,25.0,7.0,4.0,67.1,198.4,78.7,113.8,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Land Rover,51100,SUV,Petrol,Automatic,246.0,2.0,269.0,6.0,all,20.0,27.0,5.0,4.0,64.9,172.1,75.0,105.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Lincoln,51040,SUV,Petrol,Automatic,250.0,2.0,280.0,4.0,front,21.0,26.0,5.0,4.0,66.2,190.0,76.1,122.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Jaguar,51000,Sedan,Petrol,Automatic,296.0,2.0,295.0,4.0,all,22.0,30.0,5.0,4.0,57.4,195.0,78.0,116.5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Cadillac,50995,Sedan,Petrol,Automatic,360.0,3.0,405.0,6.0,rear,18.0,26.0,5.0,4.0,57.2,193.8,74.1,116.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Jaguar,50900,SUV,Petrol,Automatic,246.0,2.0,269.0,4.0,all,22.0,27.0,5.0,4.0,65.5,186.9,81.5,113.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Chrysler,50650,Van,Petrol,Automatic,287.0,3.6,262.0,6.0,all,19.0,30.0,7.0,4.0,69.9,203.8,79.6,121.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Buick,50600,SUV,Petrol,Automatic,310.0,3.6,266.0,6.0,all,17.0,25.0,7.0,4.0,69.9,204.3,78.8,120.9,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Toyota,50500,SUV,Petrol,Automatic,437.0,3.5,583.0,6.0,all,13.0,17.0,7.0,4.0,77.0,205.1,79.9,122.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Audi,50300,SUV,Unknown,Automatic,261.0,2.0,273.0,6.0,all,22.0,29.0,5.0,4.0,65.4,184.6,74.5,111.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Audi,50300,SUV,Unknown,Automatic,261.0,2.0,273.0,6.0,all,22.0,29.0,5.0,4.0,65.4,184.6,74.5,111.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Audi,50300,SUV,Petrol,Automatic,349.0,3.0,369.0,6.0,all,19.0,24.0,5.0,4.0,65.5,184.6,74.5,111.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Infiniti,50300,Coupe,Petrol,Automatic,300.0,3.0,295.0,6.0,rear,19.0,28.0,4.0,2.0,54.5,184.4,72.8,112.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Infiniti,50300,Coupe,Petrol,Automatic,300.0,3.0,295.0,6.0,rear,19.0,28.0,4.0,2.0,54.5,184.4,72.8,112.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Buick,50300,SUV,Petrol,Automatic,310.0,3.6,266.0,6.0,front,18.0,26.0,7.0,4.0,69.9,204.78,78.8,120.93,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Dodge,50220,SUV,Petrol,Automatic,360.0,5.7,390.0,8.0,all,14.0,22.0,7.0,4.0,70.1,200.8,75.8,119.8,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Lexus,50130,Sedan,Petrol,Automatic,203.0,2.5,184.0,4.0,all,25.0,34.0,5.0,4.0,56.9,195.9,73.4,113.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Lexus,50130,Sedan,Petrol,Automatic,203.0,2.5,184.0,4.0,all,25.0,34.0,5.0,4.0,56.9,195.9,73.4,113.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Lexus,50130,Sedan,Petrol,Automatic,302.0,3.5,267.0,6.0,front,22.0,32.0,5.0,4.0,56.9,195.9,73.4,113.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Nissan,49990,Coupe,Petrol,Manual,400.0,3.0,350.0,6.0,rear,18.0,24.0,2.0,2.0,51.8,172.4,72.6,100.4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Jaguar,49990,SUV,Petrol,Automatic,296.0,2.0,295.0,4.0,all,21.0,27.0,5.0,4.0,64.9,173.0,74.7,105.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Jaguar,49990,SUV,Petrol,Automatic,296.0,2.0,295.0,4.0,all,21.0,27.0,5.0,4.0,64.9,173.0,74.7,105.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Lexus,49980,Sedan,Petrol,Automatic,203.0,2.5,184.0,4.0,all,25.0,34.0,5.0,4.0,56.9,195.9,73.4,113.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Lexus,49980,Sedan,Petrol,Automatic,302.0,3.5,267.0,6.0,front,22.0,32.0,5.0,4.0,56.9,195.9,73.4,113.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Dodge,49820,SUV,Petrol,Automatic,295.0,3.6,260.0,6.0,rear,19.0,26.0,6.0,4.0,70.1,200.8,75.8,119.8,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Infiniti,49800,Sedan,Petrol,Automatic,300.0,3.0,295.0,6.0,all,19.0,27.0,5.0,4.0,57.2,189.6,71.8,112.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Buick,49800,SUV,Petrol,Automatic,310.0,3.6,266.0,6.0,front,18.0,26.0,7.0,4.0,69.9,204.78,78.8,120.93,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Dodge,49790,SUV,Unknown,Automatic,293.0,5.7,390.0,6.0,rear,14.0,22.0,7.0,4.0,70.1,200.8,75.8,119.8,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Land Rover,49500,SUV,Petrol,Automatic,246.0,2.0,269.0,6.0,all,20.0,27.0,5.0,4.0,64.9,172.1,75.0,105.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Acura,49500,Sedan,Unknown,Automatic,272.0,2.0,280.0,6.0,all,24.0,21.0,5.0,4.0,75.2,194.6,56.4,113.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Lincoln,49430,SUV,Petrol,Automatic,250.0,2.0,280.0,4.0,front,21.0,26.0,5.0,4.0,66.2,190.0,76.1,122.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Volkswagen,49410,SUV,Electric,Automatic,295.0,3.0,339.0,6.0,all,0.0,0.0,5.0,4.0,65.1,180.5,72.9,108.9,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Lexus,49400,SUV,Petrol,Automatic,275.0,2.4,317.0,4.0,all,22.0,29.0,5.0,4.0,65.4,183.5,73.4,105.9,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Jaguar,49300,Sedan,Petrol,Automatic,246.0,2.0,269.0,4.0,rear,25.0,33.0,5.0,4.0,57.3,195.4,78.0,116.5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Acura,49200,SUV,Petrol,Automatic,290.0,3.5,267.0,6.0,all,19.0,25.0,7.0,4.0,67.1,198.4,78.7,113.8,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Acura,49050,SUV,Petrol,Automatic,290.0,3.5,267.0,6.0,all,19.0,25.0,7.0,4.0,67.1,198.4,78.7,113.8,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Acura,49050,SUV,Petrol,Automatic,290.0,3.5,267.0,6.0,all,19.0,25.0,7.0,4.0,67.1,198.4,78.7,113.8,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Lexus,49000,SUV,Petrol,CVT,240.0,2.5,167.0,4.0,all,41.0,37.0,5.0,4.0,65.4,183.5,73.4,105.9,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Volvo,49000,SUV,Unknown,Automatic,247.0,2.0,258.0,4.0,all,23.0,30.0,5.0,4.0,65.3,174.2,73.7,106.4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Infiniti,48800,SUV,Petrol,CVT,268.0,2.0,280.0,4.0,all,22.0,28.0,5.0,4.0,66.0,184.7,74.9,110.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Subaru,48490,SUV,Electric,Automatic,215.0,3.0,249.0,6.0,all,0.0,0.0,5.0,4.0,65.1,184.6,73.2,112.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Subaru,48490,SUV,Electric,Automatic,215.0,3.0,249.0,6.0,all,0.0,0.0,5.0,4.0,65.1,184.6,73.2,112.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Subaru,48490,SUV,Electric,Automatic,215.0,3.0,249.0,6.0,all,0.0,0.0,5.0,4.0,65.1,184.6,73.2,112.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Buick,48400,SUV,Petrol,Automatic,310.0,3.6,266.0,6.0,front,18.0,26.0,7.0,4.0,69.9,204.3,78.8,120.9,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Infiniti,48350,Sedan,Petrol,Automatic,300.0,3.0,295.0,6.0,all,19.0,27.0,5.0,4.0,57.2,189.6,71.8,112.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Genesis,48250,Sedan,Petrol,Automatic,300.0,2.5,311.0,6.0,rear,23.0,32.0,5.0,4.0,57.7,196.7,75.8,118.5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Alfa Romeo,48200,SUV,Petrol,Automatic,280.0,2.0,306.0,4.0,all,22.0,28.0,5.0,4.0,66.0,184.6,74.9,111.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Acura,48200,SUV,Petrol,Automatic,290.0,3.5,267.0,6.0,all,19.0,26.0,7.0,4.0,67.1,198.4,78.7,113.8,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Subaru,48190,SUV,Petrol,CVT,260.0,2.4,277.0,4.0,all,20.0,26.0,7.0,5.0,71.6,196.8,76.0,113.8,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Jaguar,48100,Sedan,Petrol,Automatic,246.0,2.0,269.0,4.0,rear,25.0,33.0,5.0,4.0,57.4,195.0,78.0,116.5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Jaguar,48000,SUV,Petrol,Automatic,246.0,2.0,269.0,4.0,all,20.0,26.0,5.0,4.0,64.9,173.0,74.7,105.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Volvo,48000,Sedan,Petrol,Automatic,247.0,2.0,258.0,4.0,front,26.0,35.0,5.0,4.0,56.3,187.4,72.8,113.1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Genesis,48000,Sedan,Petrol,Automatic,375.0,3.5,391.0,6.0,all,21.0,25.0,5.0,4.0,57.7,196.5,75.8,118.5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Lexus,47800,Sedan,Petrol,Automatic,302.0,3.5,267.0,6.0,front,22.0,31.0,5.0,4.0,56.9,195.9,73.4,113.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Infiniti,47800,Sedan,Petrol,Automatic,300.0,3.0,295.0,6.0,rear,20.0,29.0,5.0,4.0,57.2,189.6,71.8,112.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Volvo,47700,SUV,Petrol,Automatic,247.0,2.0,258.0,4.0,front,23.0,30.0,5.0,4.0,65.3,185.4,74.9,112.8,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Volvo,47700,SUV,Petrol,Automatic,247.0,2.0,258.0,4.0,front,23.0,30.0,5.0,4.0,65.3,185.4,74.9,112.8,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Dodge,47620,SUV,Petrol,Automatic,360.0,5.7,390.0,8.0,rear,19.0,22.0,7.0,4.0,70.1,200.8,75.8,119.8,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Dodge,47620,SUV,Petrol,Automatic,360.0,5.7,390.0,8.0,rear,19.0,22.0,7.0,4.0,70.1,200.8,75.8,119.8,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
Toyota,47510,SUV,Petrol,Manual,166.0,2.7,181.0,4.0,rear,13.0,17.0,7.0,4.0,73.0,192.0,74.0,110.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
